_version_,age_in_days,age_in_weeks,allele_accession_id,allele_symbol,allelic_composition,biological_sample_group,category,colony_id,data_point,datasource_name,date_of_birth,date_of_experiment,developmental_stage_acc,developmental_stage_name,discrete_point,download_file_path,experiment_id,experiment_source_id,external_sample_id,file_type,gene_accession_id,gene_symbol,genetic_background,id,increment_value,life_stage_acc,life_stage_name,litter_id,metadata,metadata_group,observation_id,observation_type,parameter_name,parameter_stable_id,phenotyping_center,pipeline_name,pipeline_stable_id,procedure_group,procedure_name,procedure_sequence_id,procedure_stable_id,production_center,project_name,sex,specimen_id,strain_accession_id,strain_name,sub_term_description,sub_term_id,sub_term_name,text_value,time_point,weight,weight_date,weight_days_old,weight_parameter_stable_id,zygosity
1816865901291503616,57,8,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,As expected,CR10299,,IMPC,2020-09-01T00:00:00Z,2020-10-28T00:00:00Z,EFO:0002948,postnatal,,,4ca4da81546bd209cf7cf2489c438627,CSD_CR10299-169_2020-10-28,CR10299-169,,MGI:97490,Pax6,involves: C57BL/6NCrl,15edce82-6797-406e-b8b8-804a4360e981,,IMPCLS:0005,Early adult,CR10299_20200901,"['Experimenter ID = 111', 'Location of test = Open bench', 'Number of animals in cage = 2', 'Size of squares in arena = 12']",5199dc5692dca561ec8ff6be23dd4b58,a728dba407b76704499bc7e7c05d9b4e,categorical,Skin color - snout,IMPC_CSD_057_001,UC Davis,UCD Pipeline,UCD_001,IMPC_CSD,Combined SHIRPA and Dysmorphology,,IMPC_CSD_003,UC Davis,DTCC,female,e96f4bb61bce9437f3510a371ffeeedf,MGI:2683688,C57BL/6NCrl,,,,,,17.89,2020-10-25T00:00:00Z,54,IMPC_GRS_003_001,heterozygote
1816865902611660803,57,8,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,231.0,IMPC,2020-06-29T00:00:00Z,2020-08-25T00:00:00Z,EFO:0002948,postnatal,1.0,,2388209e384a45330602beaa79d9adfb,GRS_CR10299-157_2020-08-25,CR10299-157,,MGI:97490,Pax6,involves: C57BL/6NCrl,814a040b-6008-49a9-b1cd-8ca405c8b84e,,IMPCLS:0005,Early adult,CR10299_20200629,"['Date equipment last calibrated = 2019-03-21', 'Equipment ID = 97', 'Equipment manufacturer = Chatillon', 'Equipment model = E-DFD-E-002', 'Experimenter ID = 20', 'Grid model = HMGU plate']",e043730245aac7dde9c887f067e30106,e270a1592e367e98deabde08e69a19ef,time_series,Forelimb and hindlimb grip strength measurement,IMPC_GRS_002_001,UC Davis,UCD Pipeline,UCD_001,IMPC_GRS,Grip Strength,,IMPC_GRS_001,UC Davis,DTCC,female,401670fbeb7545007d5da9dfb248a7d2,MGI:2683688,C57BL/6NCrl,,,,,2020-08-25T00:00:00Z,18.32,2020-08-25T00:00:00Z,57,IMPC_GRS_003_001,heterozygote
1816865903722102791,100,14,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,,IMPC,2020-06-29T00:00:00Z,2020-10-07T00:00:00Z,EFO:0002948,postnatal,,https://api.mousephenotype.org/tracker/media/getfile/c2bb0a1b5e1efbe810b08236bb366a64b482c881c5a92df3b8d027dc2954174a,a591badf3746b3fed5c1fcb8054d73fd,XRY_CR10299-158_2020-10-07,CR10299-158,image/png,MGI:97490,Pax6,involves: C57BL/6NCrl,2412074a-c72e-4458-a44f-b00ee6bcc2c5,0,IMPCLS:0005,Early adult,CR10299_20200629,"['Experimenter ID (analysis) = 15', 'Experimenter ID (scan) = 43', 'Settings level = 2', 'Settings time of exposure = 4770', 'Voltage settings = 36', 'Xray equipment ID = 12']",d41d8cd98f00b204e9800998ecf8427e,c02729b94d4b426f038c571fe485b481,image_record,XRay Images Whole Body Dorso Ventral,IMPC_XRY_034_001,UC Davis,UCD Pipeline,UCD_001,IMPC_XRY,X-ray,,IMPC_XRY_001,UC Davis,DTCC,male,451472c58d25d0f38d5133dabf6c17de,MGI:2683688,C57BL/6NCrl,,,,,,33.45,2020-10-07T00:00:00Z,100,IMPC_BWT_001_001,heterozygote
1816865903953838091,81,11,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,24.34,IMPC,2020-06-29T00:00:00Z,2020-09-18T00:00:00Z,EFO:0002948,postnatal,,,cdca8f8d3de315f61eca878e8e944409,BWT_CR10299-156_2020-09-18,CR10299-156,,MGI:97490,Pax6,involves: C57BL/6NCrl,472db800-d539-4285-a9ff-1b129dbf284f,,IMPCLS:0005,Early adult,CR10299_20200629,"['Date equipment last calibrated = 2020-03-07', 'Equipment ID = 76', 'Equipment manufacturer = Mettler Toledo', 'Equipment model = XS802S', 'Experimenter ID = 134']",d41d8cd98f00b204e9800998ecf8427e,0a954eb95b05aaf71e94497b40144f07,unidimensional,Body weight,IMPC_BWT_001_001,UC Davis,UCD Pipeline,UCD_001,IMPC_BWT,Body Weight,20200918,IMPC_BWT_001,UC Davis,DTCC,female,796cd54893cf88d95cc3af0a6d6dfa03,MGI:2683688,C57BL/6NCrl,,,,,,,,,,heterozygote
1816865907251609610,112,16,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,9.89,IMPC,2020-09-01T00:00:00Z,2020-12-22T00:00:00Z,EFO:0002948,postnatal,,,2a14c6ff6043fd0bd76fa942f748ccab,HEM_CR10299-169_2020-12-22,CR10299-169,,MGI:97490,Pax6,involves: C57BL/6NCrl,86c2110b-4577-4065-9c1f-6017c54c2e82,,IMPCLS:0005,Early adult,CR10299_20200901,"['Anesthesia used for blood collection = No anesthesia', 'Anticoagulant = EDTA', 'Blood analysis experimenter ID = 21', 'Blood collection experimenter ID = 91', 'Chip card number = No chip card', 'Date and time of blood collection = 2020-12-22T07:12:19-08:00', 'Date and time of sacrifice = 2020-12-22T07:12:19-08:00', 'Equipment ID = 44', 'Equipment manufacturer = Drew Scientific Instrument', 'Equipment model = Hemavet 950 FS', 'ID for blood collection SOP = PHENO_CBC', 'Method of blood collection = Cardiac puncture', 'Samples kept on ice between collection and analysis = No', 'Storage temperature from blood collection until measurement = 18-22']",f6993f12f5f6daa4a9a7e668c2233c34,9eebe3f124ecb666202b835c3fc0b667,unidimensional,Red blood cell count,IMPC_HEM_002_001,UC Davis,UCD Pipeline,UCD_001,IMPC_HEM,Hematology,,IMPC_HEM_002,UC Davis,DTCC,female,e96f4bb61bce9437f3510a371ffeeedf,MGI:2683688,C57BL/6NCrl,,,,,,23.36,2020-12-22T00:00:00Z,112,IMPC_HWT_007_001,heterozygote
1816865816884281350,75,10,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,0.0,IMPC,2020-06-18T00:00:00Z,2020-09-01T00:00:00Z,EFO:0002948,postnatal,,,a67b3495616c955ea109b74ca2bab58c,FEA_CR10299-146_2020-09-01,CR10299-146,,MGI:97490,Pax6,involves: C57BL/6NCrl,8183f57c-718a-4e89-b653-e3348c312bb4,,IMPCLS:0005,Early adult,CR10299_20200618,"['Conditioning: Date and time = 2020-09-01T11:30:00-07:00', 'Conditioning: Length of time baseline = 120', 'Conditioning: Length of time no stimulus = 150', 'Conditioning: Length of time shock stimulus = 2', 'Conditioning: Length of time tone stimulus = 30', 'Conditioning: Mouse arena colour = Metallic, White and Clear', 'Conditioning: Mouse arena dimension = 30.5 cm L X 24.1 cm W X 21 cm H', 'Conditioning: Mouse arena floor = Steel rods', 'Conditioning: Mouse arena shape = Rectangle', 'Conditioning: Olfactory cue = Alcohol', 'Conditioning: Room acclimation time = 30', 'Conditioning: Shock stimulus intensity (unconditioned stimulus) = 0.75', 'Conditioning: Tone stimulus frequency (Hz; conditioned stimulus) = 2.8', 'Conditioning: Tone stimulus intensity ( dB; conditioned stimulus) = 85', 'Conditioning: Total time = 300', 'Conditioning: White house light level in arena = 200', 'Context: Date and time = Conditioning +24h', 'Context: Mouse arena colour = Metallic, White and Clear', 'Context: Mouse arena dimension = 30.5 cm L X 24.1 cm W X 21 cm H', 'Context: Mouse arena floor = Steel rods', 'Context: Mouse arena shape = Rectangle', 'Context: Olfactory cue = Alcohol', 'Context: Room acclimation time = 30', 'Context: Total time = 300', 'Context: White house light level in arena = 200', 'Cue: Date and time = Context + 2-4h', 'Cue: Length of time baseline = 120', 'Cue: Length of time no stimulus = 120', 'Cue: Mouse arena colour = Black and white', 'Cue: Mouse arena dimension = 30.5 cm L X 24.1 cm W X 21 cm H', 'Cue: Mouse arena floor = Polyethylene', 'Cue: Mouse arena shape = A frame ceiling', 'Cue: Olfactory cue = 5% acetic acid', 'Cue: Tone stimulus frequency (Hz; conditioned stimulus) = 2.8', 'Cue: Tone stimulus intensity  (conditioned stimulus) = 85', 'Cue: Total time = 420', 'Cue: White house light level in arena = 0', 'Cue: tone response measurement time = 180', 'Date equipment last calibrated (shock) = 2017-09-11', 'Date equipment last calibrated (tone) = 2017-09-11', 'Equipment ID = Machine A', 'Equipment Manufacturer = Med Assoicates', 'Equipment Model = MED-VFC2-SCT-M', 'Experimenter ID  day 2 = 111', 'Experimenter ID = 111', 'Experimenter ID day 2 cue = 111', 'Freeze definition = 1', 'Mouse arenaID = Arena 4', 'Software = Med Associates Video Freeze', 'Sound generator manufacturer = Med Associates', 'Sound generator model = VFC-100', 'Tracking Method = Video tracking']",b0de884415d0d910ef9491a9e8302438,95edde35ff8efd7708f668a1c839697d,unidimensional,Cue Baseline Freezing Time,IMPC_FEA_014_001,UC Davis,UCD Pipeline,UCD_001,IMPC_FEA,Fear Conditioning,,IMPC_FEA_001,UC Davis,DTCC,female,9b5ae9af8ee092e9205d9742755c3786,MGI:2683688,C57BL/6NCrl,,,,,,23.97,2020-09-01T00:00:00Z,75,IMPC_BWT_001_001,heterozygote
1816865821073342477,50,7,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,263.2,IMPC,2020-05-31T00:00:00Z,2020-07-20T00:00:00Z,EFO:0002948,postnatal,20.0,,8a502a98baa81581cd3a92f695904ff2,OFD_CR10299-141_2020-07-20,CR10299-141,,MGI:97490,Pax6,involves: C57BL/6NCrl,82b2981a-bc90-4c2d-b928-9bfde4cd9a3a,,IMPCLS:0005,Early adult,CR10299_20200531,"['Arena ID = 2', 'Arena Material = Clear Plastic / Plexiglass', 'Arena Size = 44.5x44.5', 'Central zone surface area = 40', 'Color of arena = Transparent', 'Disinfectant = 10% Nolvasan Solution', 'Distance from light source: if direct illumination = 62', 'Equipment ID = 107', 'Equipment manufacturer = Columbus Instruments', 'Equipment model = Opto-Varimex 4', 'Experimenter ID = 0', 'Height of the wall = 20', 'Light intensity in the centre of the arena = 150-200', 'Number of animals per cage = 1', 'Periphery zone = 8', 'Software Version = Opto-Varimex AutoTrack 5.x', 'Start Time = 2020-07-20T11:03:16-07:00', 'Type of analysis = Wide beam break']",a41f1a21bc519c78a116277740720f96,246171524daeb3da6fdf79bb2d04cdfb,time_series,Periphery permanence time series,IMPC_OFD_042_001,UC Davis,UCD Pipeline,UCD_001,IMPC_OFD,Open Field,,IMPC_OFD_001,UC Davis,DTCC,male,27747075233a8f387dff1f2653386aaf,MGI:2683688,C57BL/6NCrl,,,,,2020-07-20T00:00:00Z,27.32,2020-07-23T00:00:00Z,53,IMPC_GRS_003_001,heterozygote
1816865914703839236,56,8,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,255.9812,IMPC,2020-06-29T00:00:00Z,2020-08-24T00:00:00Z,EFO:0002948,postnatal,15.0,,9120b2f6737644f15715a8b0f515fcaa,OFD_CR10299-157_2020-08-24,CR10299-157,,MGI:97490,Pax6,involves: C57BL/6NCrl,c37eb109-275c-49f7-82fd-34151b5851ce,,IMPCLS:0005,Early adult,CR10299_20200629,"['Arena ID = 2', 'Arena Material = Clear Plastic / Plexiglass', 'Arena Size = 44.5x44.5', 'Central zone surface area = 40', 'Color of arena = Transparent', 'Disinfectant = 10% Nolvasan Solution', 'Distance from light source: if direct illumination = 62', 'Equipment ID = 107', 'Equipment manufacturer = Columbus Instruments', 'Equipment model = Opto-Varimex 4', 'Experimenter ID = 0', 'Height of the wall = 20', 'Light intensity in the centre of the arena = 150-200', 'Number of animals per cage = 1', 'Periphery zone = 8', 'Software Version = Opto-Varimex AutoTrack 5.x', 'Start Time = 2020-08-24T10:59:21-07:00', 'Type of analysis = Wide beam break']",a41f1a21bc519c78a116277740720f96,09041cbdf08a25d385cd25f56ac24fd0,time_series,Center distance travelled series,IMPC_OFD_044_001,UC Davis,UCD Pipeline,UCD_001,IMPC_OFD,Open Field,,IMPC_OFD_001,UC Davis,DTCC,female,401670fbeb7545007d5da9dfb248a7d2,MGI:2683688,C57BL/6NCrl,,,,,2020-08-24T00:00:00Z,18.32,2020-08-25T00:00:00Z,57,IMPC_GRS_003_001,heterozygote
1816865914784579589,53,7,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,,CR10299,295.8,IMPC,2020-05-14T00:00:00Z,2020-07-06T00:00:00Z,EFO:0002948,postnatal,5.0,,2c958aa20edebc1a90290f56a32616bb,OFD_CR10299-136_2020-07-06,CR10299-136,,MGI:97490,Pax6,involves: C57BL/6NCrl,e7a5a437-4343-4409-be14-f1649a1da383,,IMPCLS:0005,Early adult,CR10299_20200514,"['Arena ID = 1', 'Arena Material = Clear Plastic / Plexiglass', 'Arena Size = 44.5x44.5', 'Central zone surface area = 40', 'Color of arena = Transparent', 'Disinfectant = 10% Nolvasan Solution', 'Distance from light source: if direct illumination = 62', 'Equipment ID = 107', 'Equipment manufacturer = Columbus Instruments', 'Equipment model = Opto-Varimex 4', 'Experimenter ID = 0', 'Height of the wall = 20', 'Light intensity in the centre of the arena = 150-200', 'Number of animals per cage = 1', 'Periphery zone = 8', 'Software Version = Opto-Varimex AutoTrack 5.x', 'Start Time = 2020-07-06T11:12:39-07:00', 'Type of analysis = Wide beam break']",a41f1a21bc519c78a116277740720f96,a127f4530b87e41fdc664bdd6b2afd6a,time_series,Periphery permanence time series,IMPC_OFD_042_001,UC Davis,UCD Pipeline,UCD_001,IMPC_OFD,Open Field,,IMPC_OFD_001,UC Davis,DTCC,male,4b979c710d4a64132f3eb01ba6638c58,MGI:2683688,C57BL/6NCrl,,,,,2020-07-06T00:00:00Z,23.11,2020-07-09T00:00:00Z,56,IMPC_GRS_003_001,heterozygote
1816865914814988294,53,7,MGI:6277040,Pax6<em1(IMPC)Mbp>,Pax6<em1(IMPC)Mbp>/Pax6<+>,experimental,As expected,CR10299,,IMPC,2020-08-28T00:00:00Z,2020-10-20T00:00:00Z,EFO:0002948,postnatal,,,c36892c642d192d7574ac64493077384,CSD_CR10299-165_2020-10-20,CR10299-165,,MGI:97490,Pax6,involves: C57BL/6NCrl,e4a1112a-97a9-4618-b74b-7fc09c135f45,,IMPCLS:0005,Early adult,CR10299_20200828,"['Experimenter ID = 43', 'Location of test = Open bench', 'Number of animals in cage = 2', 'Size of squares in arena = 12']",5199dc5692dca561ec8ff6be23dd4b58,67b92c555276561fcd025aef0ff27500,categorical,Hindpaw - size,IMPC_CSD_041_002,UC Davis,UCD Pipeline,UCD_001,IMPC_CSD,Combined SHIRPA and Dysmorphology,,IMPC_CSD_003,UC Davis,DTCC,female,5009438bcbf583a1c5b45f1bccc4ad9d,MGI:2683688,C57BL/6NCrl,,,,,,19.13,2020-10-23T00:00:00Z,56,IMPC_GRS_003_001,heterozygote
